feature;sd
__GIMP_BRUSHES_PDB_H__;1
EVENT_VERBOSE;1
YYSTACK_ALLOC_MAXIMUM;6
CLAMP;1
HAVE_UNISTD_H;65
USE_COLON_HOOK;2
__SUNPRO_C;6
__GIMP_PIXEL_RGN_H__;1
UNOPTIMIZED_CODE;2
_MAX_PATH;1
PNG_BENIGN_ERRORS_SUPPORTED;2
__GIMP_ZOOM_PREVIEW_H__;1
__GIMP_RGB_H__;1
notdef;1
DEBUG_GIMP_TAG_CACHE;1
__GIMP_PROGRESS_BAR_H__;1
INLINE;1
G_WITH_CYGWIN;8
__GIMP_STRING_COMBO_BOX_H__;1
PY_SSIZE_T_MIN;1
__GIMP_PALETTE_SELECT_BUTTON_H__;1
__GIMP_LIMITS_H__;1
YYCOPY_NEEDED;3
__GIMP_SIZE_ENTRY_H__;1
HAVE_BIND_TEXTDOMAIN_CODESET;7
__GIMP_FONT_SELECT_BUTTON_H__;1
__GIMP_INT_STORE_H__;1
__STDC__;57
W_OK;1
HAVE_LCMS1;30
SIOX_DEBUG;11
__GIMP_CHANNEL_PDB_H__;1
__GIMP_CONFIG_H_INSIDE__;10
GIMP_CONSOLE_COMPILATION;18
HAVE_ISO_CODES;4
YYMAXDEPTH;3
__GIMP_PREVIEW_AREA_H__;1
G_LITTLE_ENDIAN;18
__C99__FUNC__;45
__GIMP_MATRIX_H__;1
_O_BINARY;17
__GIMP_UNIT_COMBO_BOX_H__;1
COMPILE_3DNOW_IS_OKAY;3
__GIMP_PAGE_SELECTOR_H__;1
USE_ERROR_HOOK;3
DEBUG2;1
HAVE_SYS_TIME_H;3
YYFPRINTF;3
GDK_WINDOWING_FB;1
DISABLE_NLS;4
HAVE_ALTIVEC_H;2
__alpha;1
__GNUC_MINOR__;1
USE_ALTIVEC;2
__GIMP_UNIT_H__;1
__GIMP_GRADIENTS_H__;1
__GIMP_PAINT_TOOLS_PDB_H__;1
GIMP_WIDGETS_COMPILATION;53
XPM_NO_X;6
HAVE_IPTCDATA;3
YY_;6
NO_UCHAR;1
__GIMP_EXPORT_H__;1
CERN_Y_TAB_H;1
__GIMP_COLOR_DISPLAY_H__;1
ENABLE_SAVING;2
HAVE_RINT;1
__GIMP_TRANSFORM_TOOLS_PDB_H__;1
__GLIBC__;10
COMPATIBLE;1
_INSIDE_PYGIMPCOLOR_;1
USE_INTERFACE;4
SHOW_ERROR_LINE;14
__GIMP_MATH_H_INSIDE__;3
PLATFORM_OSX;25
GIMP_GLIB_MEM_PROFILER;1
MNG_SUPPORT_FULL;1
YYLLOC_DEFAULT;3
__GIMP_PROP_WIDGETS_H__;1
GIMP_UNSTABLE;41
__GIMP_COLOR_H_INSIDE__;8
_MSWIN_;3
MAZE_DEBUG;4
__GIMP_OLD_WIDGETS_H__;1
__GIMP_BROWSER_H__;1
HAVE_X11_EXTENSIONS_SHAPE_H;2
__GIMP_PIXMAP_H__;1
__GIMP_THUMB_H_INSIDE__;3
__APPLE__;2
__GIMP_PIXEL_FETCHER_H__;1
__GIMP_UNIT_PDB_H__;1
__GIMP_BUTTON_H__;1
__GIMP_PICK_BUTTON_H__;1
__GIMP_CMYK_H__;1
READABLE_BOXBLUR_CODE;1
MAXPATHLEN;1
S_IWUSR;2
X_OK;1
__BORLANDC__;2
GLIB_SIZEOF_VOID_P;1
REL_RX;1
_TEMP_;1
__GIMP_GRADIENT_SELECT_BUTTON_H__;1
__GIMP_CONFIG_PATH_H__;1
CRAY;1
__GIMP_PROCEDURAL_DB_H__;1
GUESS_ENDIAN;1
__GIMP_PATTERN_MENU_H__;1
HINTS_SANITY;12
PREVIEW_CACHE_DEBUG;9
__GIMP_PALETTES_PDB_H__;1
pipe;1
USE_SSE;8
GIMP_COMPOSIE_16BIT;1
DEBUG_TILE_MANAGER;7
ORIGINAL_READABLE_CODE;6
GIMP_XCF_PATH_DEBUG;7
__GIMP_LAYER_PDB_H__;1
__GIMP_GRID_PDB_H__;1
STANDALONE;7
__GIMP_ENV_C__;1
yytnamerr;3
COMPILE_VIS_IS_OKAY;3
YYSTACK_ALLOC;3
__GIMP_PIXBUF_H__;1
URI_DEBUG;3
__GIMP_UNIT_MENU_H__;1
__GIMP_CONTROLLER_H__;1
S_IXGRP;1
__PIC__;5
__GIMP_GRAIDENT_MENU_H__;1
_STRING_H;6
__GIMP_CHANNEL_H__;1
SLOW_CODE;1
DEBUG_SORT_HELP_ITEMS;3
STDIO_ADDS_CR;1
YYFAIL;3
USE_STRLWR;3
GIMP_CONFIG_COMPILATION;10
S_ISDIR;2
USE_TIMEOUT;2
GIMP_MODULE_COMPILATION;1
__GIMP_CPU_ACCEL_H__;1
__GIMP_DRAWABLE_PREVIEW_H__;1
G_HAVE_ISO_VARARGS;1
PSD_SAVE;6
__GIMP_PATTERN_PDB_H__;1
STARTUP_TIMER;6
NO_IMPORT_PYGIMP;1
__GIMP_VECTORS_PDB_H__;1
__GIMP_THUMBNAIL_H__;1
CAN_SET_DECOR;4
YYMALLOC;6
PIX_DEBUG;1
__GIMP_DISPLAY_PDB_H__;1
GIMP_TEXT_DEBUG;5
__GIMP_PLUG_IN_PDB_H__;1
MAX;1
GEGL_BUG_645810_SOLVED;1
USE_POSIX_SHM;7
G_BYTE_ORDER;24
__GIMP_CHAIN_BUTTON_H__;1
__GIMP_CELL_RENDERER_COLOR_H__;1
HAVE_SYS_PARAM_H;7
__GIMP_COLOR_PROFILE_STORE_H__;1
YYSTACK_RELOCATE;3
__GIMP_EDIT_PDB_H__;1
__GIMP_THUMB_ERROR_H__;1
USE_CHAR_CLASSIFIERS;4
__GIMP_CONFIG_SERIALIZE_H__;1
ENVP_DEBUG;1
__GIMP_DIALOG_H__;1
lint;6
USE_READABLE_BUT_SLOW_CODE;1
__GIMP_IMAGE_PDB_H__;1
__GIMP_GIMPRC_H__;1
GIMP_THUMB_COMPILATION;3
__GIMP_SELECTION_PDB_H__;1
__GIMP_CAIRO_UTILS_H__;1
__GIMP_PDB_HEADERS_H__;1
GIMP_BASE_COMPILATION;11
GDK_WINDOWING_WIN32;14
PREFIX;1
BTN_WHEEL;1
YYINITDEPTH;3
YYSTYPE_IS_TRIVIAL;3
XWD_DEBUG;7
DEBUG_BRUSH;5
SCROLL_DEBUG;2
DEBUG_MARSHALL;29
__ia64__;2
__GIMP_PALETTE_SELECT_H__;1
YYTYPE_INT8;3
free;6
GIMP_COMPOSIE_32BIT;1
__GIMP_PATTERNS_H__;1
HAVE_LIBEXIF;31
DEBUG_SCRIPTS;1
S_IWGRP;1
GTK_DISABLE_DEPRECATED;1
__GIMP_PATTERNS_PDB_H__;1
__GIMP_SCALE_ENTRY_H__;1
__GIMP_RECTANGLE_H__;1
__GIMP_MEMSIZE_ENTRY_H__;1
_WIN32;2
PS_DEBUG;2
G_PDP_ENDIAN;1
GIFDEBUG;13
OSX;1
USE_FONTCONFIG_DIRECTLY;2
__GIMP_TEXT_TOOL_PDB_H__;1
HAVE_SHM_H;2
