guard;line;td
# if SIZEOF_SHORT == 2;18;1
# elif SIZEOF_INT == 2;20;1
# elif SIZEOF_LONG == 2;22;1
#if defined( AC_INT2_TYPE );28;1
#ifndef BYTE_ORDER;33;1
# ifdef WORDS_BIGENDIAN;37;1
#ifdef HAVE_CRYPT_H;4;1
#ifdef C_UPPER_LOWER;6;1
#ifdef HAVE_DIRENT_H;3;1
#elif defined(_MSC_VER);6;1
#ifndef MAX_PATH;8;1
# ifdef HAVE_SYS_NDIR_H;26;1
# ifdef HAVE_SYS_DIR_H;29;1
# ifdef HAVE_NDIR_H;32;1
#if defined( HAVE_ERRNO_H );3;1
#elif defined( HAVE_SYS_ERRNO_H );5;1
#ifndef HAVE_SYS_ERRLIST;8;1
#elif defined( DECL_SYS_ERRLIST );11;1
#ifdef HAVE_SYS_ERRLIST;17;1
#elif defined( HAVE_STRERROR );19;1
#if !defined( OPENLDAP_FD_SETSIZE ) && !defined( FD_SETSIZE );3;2
#ifdef OPENLDAP_FD_SETSIZE;6;1
# ifdef HAVE_BITS_TYPES_H;7;1
# ifdef __FD_SETSIZE;10;1
#ifdef LDAP_LOCALIZE;3;1
#ifdef HAVE_SYS_PARAM_H;3;1
#ifndef MAXPATHLEN;7;1
# if defined(PATH_MAX);8;1
# elif defined(_MAX_PATH);10;1
#ifdef HAVE_SYS_TYPES_H;3;1
#ifndef HAVE_REGEX_H;6;1
#elif HAVE_GNUREGEX_H;8;1
#ifdef LDAP_PROCTITLE;3;1
#if defined( HAVE_LIBUTIL_H );4;1
#if defined( HAVE_SIGACTION );5;1
#elif defined( HAVE_SIGSET );10;1
#if !defined( LDAP_SIGUSR1 ) || !defined( LDAP_SIGUSR2 );17;2
# if defined(WINNT) || defined(_WINNT) || defined(_WIN32);20;3
# elif !defined(HAVE_LINUX_THREADS);23;1
# if defined( SIGSTKFLT );27;1
# elif defined ( SIGSYS );29;1
# if defined( SIGUNUSED );32;1
# elif defined ( SIGINFO );34;1
# elif defined ( SIGEMT );36;1
#ifndef LDAP_SIGCHLD;41;1
#ifdef SIGCHLD;42;1
#elif SIGCLD;44;1
#ifdef HAVE_SYS_TYPES_H;3;1
#ifdef HAVE_POLL_H;6;1
#elif defined(HAVE_SYS_POLL_H);8;1
#ifdef HAVE_SYS_SOCKET_H;11;1
#ifdef HAVE_SYS_UN_H;13;1
#ifdef HAVE_SYS_SELECT_H;16;1
#ifdef HAVE_NETINET_TCP_H;20;1
#ifdef HAVE_ARPA_INET_H;23;1
