feature;sd
TEST_Uint32Buffer;2
HAVE_PATHS_H;1
__LARGE__;1
LOCK_REC_NOT_GAP;2
MYSQL_DATADIR;1
FTS_DOC_STATS_DEBUG;13
HAVE_IA64INTRIN_H;3
ulonglong2double;1
XX_DOCUMENTATION_XX;1
FTS_UTF8_DEBUG;1
HAVE_CONFIG_H;34
VDISCRD;1
SMALL_MEDIUM;3
UNIV_BTR_DEBUG;30
OLD_CMP;2
_POSIX2_RE_DUP_MAX;1
DBTUX_TREE_CPP;1
VKILL2;7
NO_CLIENT_LONG_LONG;2
HAVE_AIOWAIT;10
HAS_snprintf_void;2
notyet;7
ERROR_INSERT;150
DISABLE_PSI_MUTEX;1
SIGBUS;4
HA_KEYTYPE_FLOAT;3
FILE_BINARY;2
ZLIB_WINAPI;2
HAVE_CHARSET_swe7;4
NCCS;1
USE_RECATTR;10
inline;1
HAVE_NPTL;4
TZ_MAX_REV_RANGES;1
BSD;1
SCCSID;22
HAVE_INET_NTOP;2
TAOCRYPT_MM_MALLOC_AVAILABLE;3
HAVE_CHARSET_cp1256;4
PAGE_DATA;4
min;5
BITS_SAVED;7
i386;1
HAVE_NONPOSIX_PTHREAD_MUTEX_INIT;3
IXANY;1
PFS_SKIP_BUFFER_MUTEX_RWLOCK;4
MY_MIN;1
HAVE_TERMCAP_H;2
DONT_DEFINE_VOID;2
FT_CORE;1
HAVE_GETPWNAM;1
IB_RBT_TESTING;4
TAOCRYPT_MANUALLY_INSTANTIATE_TEMPLATES;2
MY_LF_EXTRA_DEBUG;3
HAVE_ATOMIC_SWAP_32;2
HAVE_CTHREADS_WRAPPER;2
HAVE_UINT32;2
__BSD__;1
DA256_USE_PREFETCH;3
UNIV_PAGE_SIZE_MAX;3
_P1003_1B_VISIBLE;1
HAVE_UINT;1
OPOST;1
IGNORE_SIGHUP_SIGQUIT;2
bzero;2
SABER;1
NDB_WITHOUT_GLOBAL_SCHEMA_LOCK;3
CIBAUD;1
_WIN32_WCE;6
HAVE_VIS_H;3
FTS_MULT_INDEX;1
YYSTYPE;6
UNIV_BLOB_LIGHT_DEBUG;13
NO_MAIN_DRIVER;7
IPV6_V6ONLY;2
TESTTIME;7
HAVE_SOLARIS_ATOMIC;2
HAVE_FILE_VERSIONS;1
TO_BE_IMPLEMENTED;1
HAVE_PSI_INTERFACE;139
DNS_USE_FTIME_FOR_ID;3
JTIE_JNI_LONG_T;1
TRACE_SERIALIZATION;4
HAVE_BROKEN_PREAD;5
PAGE_BTR_IBUF_FREE_LIST_NODE;1
BUF_PAGE_STATE_BITS;1
MAX_MATCH;1
MIN;6
CANT_DELETE_OPEN_FILES;2
HA_FT_WTYPE;3
NDBD_RANDOM_START_PAGE;9
CREPRINT;3
RCV1EN;1
__SSP_ALL__;2
PLUGINDIR;1
ndb_release_check_dup;1
UNICODE_32BIT;5
HAVE_TZNAME;1
UNIV_PFS_THREAD;17
HAVE_GETADDRINFO;5
HAVE_DEVPOLL;2
O_RSYNC;1
ENOSR;1
