branch;line;nd
#ifdef VERBOSE;45;1
#ifdef VERBOSE;47;1
#ifdef VERBOSE;43;1
#ifdef HAVE_BIND_TEXTDOMAIN_CODESET;344;1
#if defined(USE_SYSV_SHM);4;2
#elif defined(USE_POSIX_SHM);11;2
#if defined(G_OS_WIN32) || defined(G_WITH_CYGWIN);19;2
#if defined(USE_WIN32_SHM);40;1
#if defined(USE_SYSV_SHM);49;2
#elif defined(USE_WIN32_SHM);73;1
#elif defined(USE_POSIX_SHM);104;1
#if defined (USE_SYSV_SHM);162;2
#elif defined(USE_WIN32_SHM);167;1
#elif defined(USE_POSIX_SHM);170;1
#if GIMP_UNSTABLE;64;1
#ifndef GIMP_APP_GLUE_COMPILATION;3;1
#ifndef G_OS_WIN32;8;1
#ifndef G_OS_WIN32;14;1
#ifndef G_OS_WIN32;30;1
#ifndef GIMP_APP_GLUE_COMPILATION;3;1
#ifdef HAVE_XVFB_RUN;22;1
#else;24;1
#ifdef HAVE_XVFB_RUN;27;1
#else;29;1
#ifdef HAVE_XVFB_RUN;22;1
#else;24;1
#ifdef HAVE_XVFB_RUN;27;1
#else;29;1
#ifdef HAVE_XVFB_RUN;22;1
#else;24;1
#ifdef HAVE_XVFB_RUN;27;1
#else;29;1
#if 0;633;1
#ifndef GIMP_CONSOLE_COMPILATION;38;1
#ifdef USE_FONTCONFIG_DIRECTLY;11;1
#ifdef USE_FONTCONFIG_DIRECTLY;85;1
#else;147;1
#if GIMP_TEXT_DEBUG;77;1
#if GIMP_TEXT_DEBUG;94;1
#if GIMP_TEXT_DEBUG;115;1
#if GIMP_TEXT_DEBUG;129;1
#if GIMP_TEXT_DEBUG;106;1
#if 0;89;1
#ifdef VERBOSE;139;1
#ifdef VERBOSE;446;1
#ifdef VERBOSE;488;1
#if 0;176;1
#ifdef USE_TIMEOUT;123;1
#ifdef USE_TIMEOUT;241;1
#if 0;228;1
#ifdef HAVE_ISO_CODES;478;1
#ifdef DEBUG_ACTIVE_STATE;699;1
#ifdef DEBUG_ACTIVE_STATE;718;1
#ifdef DEBUG_ACTIVE_STATE;737;1
#ifdef DEBUG_ACTIVE_STATE;756;1
#if 0;62;1
#if 0;113;1
#if 0;125;1
#if 0;130;1
#if 0;150;1
#ifdef G_OS_WIN32;3;1
#ifdef G_OS_WIN32;11;1
#ifdef G_OS_WIN32;19;1
#else;21;1
#ifndef GIMP_CONSOLE_COMPILATION;25;1
#ifndef GIMP_CONSOLE_COMPILATION;56;1
#ifdef G_OS_WIN32;131;2
#ifndef GIMP_APP_GLUE_COMPILATION;3;1
#if 0;718;1
#ifdef DEBUG_VECTORS_IMPORT;450;1
#ifdef DEBUG_VECTORS_IMPORT;924;1
#if 0;42;1
#ifndef GIMP_CONSOLE_COMPILATION;9;1
#ifndef GIMP_CONSOLE_COMPILATION;72;1
#ifndef GIMP_APP_GLUE_COMPILATION;3;1
#if 0;177;1
#else;183;1
#if 0;186;1
#if 0;196;1
#if 0;329;1
#if 0;405;1
#ifdef SCROLL_DEBUG;167;1
#ifdef SCROLL_DEBUG;241;1
#if 0;549;1
#ifdef HAVE_UNISTD_H;3;1
#ifdef G_OS_WIN32;12;1
#ifdef ENABLE_FILE_SYSTEM_ICONS;532;1
#ifndef G_OS_WIN32;824;1
#else;826;1
#ifdef PLATFORM_OSX;3;1
#ifdef PLATFORM_OSX;405;1
#ifdef PLATFORM_OSX;414;1
#else;464;1
#ifdef DEBUG_VIEW;117;1
#if 0;476;1
#if 0;507;1
#if 0;1053;1
#if 0;1057;1
#ifdef G_OS_WIN32;42;1
#else;44;1
#ifdef HAVE_ISO_CODES;54;2
#ifdef G_OS_WIN32;166;1
#else;178;1
#if defined _MSC_VER && (_MSC_VER < 1300);450;1
#else;452;1
#if 0;93;1
#ifdef ENABLE_MEMSIZE_LABEL;187;1
#ifdef ENABLE_MEMSIZE_LABEL;512;1
#ifdef HAVE_UNISTD_H;7;1
#ifdef G_OS_WIN32;12;1
#ifdef GDK_WINDOWING_X11;76;1
#else;82;1
#ifdef DEBUG_TOOLTIP;819;1
#ifdef DEBUG_TOOLTIP;889;1
#ifdef DEBUG_MEMSIZE;316;1
#ifdef DEBUG_MEMSIZE;324;1
#if 0;39;1
#ifdef GDK_WINDOWING_WIN32;4;1
#ifdef GDK_WINDOWING_X11;7;1
#ifdef GDK_NATIVE_WINDOW_POINTER;590;2
#ifdef GDK_WINDOWING_WIN32;596;1
#ifdef GDK_WINDOWING_X11;600;1
