feature;sd
APR_HAVE_FCNTL_H;2
DEFAULT_WORKER_FACTOR;1
HPUX11;1
AP_CORE_DECLARE_NONSTD;1
SIGFPE;2
NEW_APIS;1
REWRITE_MAX_TXT_MAP_LINE;2
SUEXEC_BIN;3
USE_FCNTL_SERIALIZED_ACCEPT;1
SIGPROCMASK_SETS_THREAD_MASK;2
YYCOPY_NEEDED;1
SSL_CTX_set_ecdh_auto;1
CONTAINING_RECORD;1
APU_HAVE_GDBM;1
GPROF;4
APR_LDAP_OPT_VERIFY_CERT;1
AP_HAVE_DESIGNATED_INITIALIZER;1
NO_SEM_UNDO;5
ap_strstr_c;1
__STDC__;17
DEFAULT_TIME_FORMAT;1
SIGPIPE;7
APACHE_PORT_HANDLING_IS_BUSTED;2
AP_MODULE_DECLARE_STATIC;1
DEFAULT_SERVER_LIMIT;3
SIGINT;4
AP_ENABLE_LUAJIT;3
AP_CGID_USE_RLIMIT;8
DEFAULT_MIN_SPARE_THREAD;1
APR_PROC_MUTEX_IS_GLOBAL;1
SO_TLS_UNCLEAN_SHUTDOWN;1
DEFAULT_CGID_LISTENBACKLOG;1
HAVE_SYS_RESOURCE_H;3
YYMAXDEPTH;1
UNICODE;2
AP_HTTPD_USER;2
APU_CRYPTO_RECOMMENDED_DRIVER;1
EXAMPLE_LOG_EACH;6
APR_CHARSET_EBCDIC;44
PLATFORM;2
APR_HAVE_LIMITS_H;2
SIGXFSZ;6
HAVE_TLSEXT;18
__C99__FUNC__;15
APU_MAJOR_VERSION;6
AP_TYPES_CONFIG_FILE;3
HAVE_ENGINE_LOAD_BUILTIN_ENGINES;2
DB_SHMEM;1
DAV_DECLARE_EXPORT;1
ap_get_server_module_loglevel;1
OPENSSL_VERSION_NUMBER;5
SSL_OP_NO_TLSv1_2;2
APR_HAVE_NETINET_TCP_H;1
ENETDOWN;2
HAVE_SYS_MUTEX_H;1
DEFAULT_THREADS_PER_CHILD;4
MRT_DEFAULT_HEADER_MIN_RATE;1
