feature;sd
xmlNewStringInputStream;1
xmlHashRemoveEntry;1
xmlSAXVersion;1
xmlParseSystemLiteral;1
xmlDebugDumpEntities;1
PF_INET;2
TRIO_REALLOC;1
xmlTextWriterEndDocument;1
xmlGetRefs;1
HAVE__STAT;2
ECHILD;1
TRIO_INT32_T;1
EXDEV;1
xmlPatternMinDepth;1
xmlRegisterNodeDefault;1
xmlElemDump;1
xmlSAX2IsStandalone;1
XP_DEFAULT_CACHE_ON;1
xmlSchemaFreeType;1
xmlSchemaFreeValue;1
xmlTextReaderStandalone;1
xmlParseEnumeratedType;1
DEBUG_LIST;5
xmlXIncludeProcess;1
htmlParseEntityRef;1
xmlUCSIsSmallFormVariants;1
xmlValidateElementDecl;1
xmlSchemaCollapseString;1
ENOTTY;1
xmlLoadExternalEntity;1
LIBXML_ICU_ENABLED;22
XP_OPTIMIZED_FILTER_FIRST;3
xmlTextReaderCurrentDoc;1
xmlSetupParserForBuffer;1
xmlMalloc;1
xmlSaveTree;1
xmlUCSIsCJKCompatibilityIdeographsSupplement;1
xmlParseAttributeType;1
xmlDelEncodingAlias;1
xmlUnlockLibrary;1
xmlParseElement;1
xmlDebugDumpNode;1
xmlNodeSetLang;1
xmlCreateIOParserCtxt;1
xmlStrncat;1
xmlBuildRelativeURI;1
xmlMutexUnlock;1
xmlNodeDumpOutput;1
xmlCharStrdup;1
xmlParseAttributeListDecl;1
USE_TOLOWER;1
xmlGetGlobalState;1
xmlRelaxNGFree;1
HAVE_COMPILER_TLS;9
xmlValidateNameValue;1
xmlSubstituteEntitiesDefault;1
_WINDOWS_;1
htmlSaveFileFormat;1
HAVE_ARPA_NAMESER_H;1
MAX_PUSH;1
xmlStreamPushAttr;1
xmlUCSIsCatN;1
xmlStreamPushNode;1
HAVE_CONFIG_H;1
xmlNewTextReaderFilename;1
xmlNewNodeEatName;1
xmlXPathCtxtCompile;1
xmlUCSIsCurrencySymbols;1
HAVE_BEOS_THREADS;23
xmlAutomataNewCountTrans2;1
